0.605,0.17
0.61,0.17
0.615,0.17
0.62,0.17
0.625,0.17
0.63,0.17
0.635,0.17
0.64,0.17
0.645,0.17
0.65,0.17
0.655,0.17
0.66,0.17
0.665,0.17
0.67,0.17
0.675,0.17
0.68,0.17
0.685,0.17
0.69,0.17
0.695,0.17
0.7,0.17
0.705,0.17
0.71,0.17
0.715,0.17
0.72,0.17
0.725,0.17
0.73,0.17
0.735,0.17
0.74,0.17
0.745,0.17
0.75,0.17
0.755,0.17
0.76,0.17
0.765,0.17
0.77,0.17
0.775,0.17
0.78,0.17
0.785,0.17
0.79,0.17
0.795,0.17
0.8,0.17
0.805,0.17
0.81,0.17
0.815,0.17
0.82,0.17
0.825,0.17
0.83,0.17
0.835,0.17
0.84,0.17
0.845,0.17
0.85,0.17
0.855,0.17
0.86,0.17
0.865,0.17
0.87,0.17
0.875,0.17
0.88,0.17
0.885,0.17
0.89,0.17
0.895,0.17
0.9,0.17
0.9,0.175
0.9,0.18
0.9,0.185
0.9,0.19
0.9,0.195
0.9,0.2
0.9,0.205
0.9,0.21
0.9,0.215
0.9,0.22
0.9,0.225
0.9,0.23
0.9,0.235
0.9,0.24
0.9,0.245
0.9,0.25
0.9,0.255
0.9,0.26
0.9,0.265
0.9,0.27
0.9,0.275
0.9,0.28
0.9,0.285
0.9,0.29
0.9,0.295
0.9,0.3
0.9,0.305
0.9,0.31
0.9,0.315
0.9,0.32
0.9,0.325
0.9,0.33
0.9,0.335
0.9,0.34
0.905,0.34
0.91,0.34
0.915,0.34
0.92,0.34
0.925,0.34
0.93,0.34
0.935,0.34
0.94,0.34
0.945,0.34
0.95,0.34
0.955,0.34
0.96,0.34
0.965,0.34
0.97,0.34
0.975,0.34
0.98,0.34
0.985,0.34
0.99,0.34
0.995,0.34
1,0.34
1.005,0.34
1.01,0.34
1.015,0.34
1.02,0.34
1.025,0.34
1.03,0.34
1.035,0.34
1.04,0.34
1.045,0.34
1.05,0.34
1.055,0.34
1.06,0.34
1.065,0.34
1.07,0.34
1.075,0.34
1.08,0.34
1.085,0.34
1.09,0.34
1.095,0.34
1.1,0.34
1.105,0.34
1.11,0.34
1.115,0.34
1.12,0.34
1.125,0.34
1.13,0.34
1.135,0.34
1.14,0.34
1.145,0.34
1.15,0.34
1.155,0.34
1.16,0.34
1.165,0.34
1.17,0.34
1.175,0.34
1.18,0.34
1.185,0.34
1.19,0.34
1.195,0.34
1.2,0.34
1.2,0.34
1.2,0.345
1.2,0.35
1.2,0.355
1.2,0.36
1.2,0.365
1.2,0.37
1.2,0.375
1.2,0.38
1.2,0.385
1.2,0.39
1.2,0.395
1.2,0.4
1.2,0.405
1.2,0.41
1.2,0.415
1.2,0.42
1.2,0.425
1.2,0.43
1.2,0.435
1.2,0.44
1.2,0.445
1.2,0.45
1.2,0.455
1.2,0.46
1.2,0.465
1.2,0.47
1.2,0.475
1.2,0.48
1.2,0.485
1.2,0.49
1.2,0.495
1.2,0.5
1.2,0.505
1.2,0.51
1.205,0.51
1.21,0.51
1.215,0.51
1.22,0.51
1.225,0.51
1.23,0.51
1.235,0.51
1.24,0.51
1.245,0.51
1.25,0.51
1.255,0.51
1.26,0.51
1.265,0.51
1.27,0.51
1.275,0.51
1.28,0.51
1.285,0.51
1.29,0.51
1.295,0.51
1.3,0.51
1.305,0.51
1.31,0.51
1.315,0.51
1.32,0.51
1.325,0.51
1.33,0.51
1.335,0.51
1.34,0.51
1.345,0.51
1.35,0.51
1.355,0.51
1.36,0.51
1.365,0.51
1.37,0.51
1.375,0.51
1.38,0.51
1.385,0.51
1.39,0.51
1.395,0.51
1.4,0.51
1.405,0.51
1.41,0.51
1.415,0.51
1.42,0.51
1.425,0.51
1.43,0.51
1.435,0.51
1.44,0.51
1.445,0.51
1.45,0.51
1.455,0.51
1.46,0.51
1.465,0.51
1.47,0.51
1.475,0.51
1.48,0.51
1.485,0.51
1.49,0.51
1.495,0.51
1.5,0.51
1.505,0.51
1.51,0.51
1.515,0.51
1.52,0.51
1.525,0.51
1.53,0.51
1.535,0.51
1.54,0.51
1.545,0.51
1.55,0.51
1.555,0.51
1.56,0.51
1.565,0.51
1.57,0.51
1.575,0.51
1.58,0.51
1.585,0.51
1.59,0.51
1.595,0.51
1.6,0.51
1.605,0.51
1.61,0.51
1.615,0.51
1.62,0.51
1.625,0.51
1.63,0.51
1.635,0.51
1.64,0.51
1.645,0.51
1.65,0.51
1.655,0.51
1.66,0.51
1.665,0.51
1.67,0.51
1.675,0.51
1.68,0.51
1.685,0.51
1.69,0.51
1.695,0.51
1.7,0.51
1.705,0.51
1.71,0.51
1.715,0.51
1.72,0.51
1.725,0.51
1.73,0.51
1.735,0.51
1.74,0.51
1.745,0.51
1.75,0.51
1.755,0.51
1.76,0.51
1.765,0.51
1.77,0.51
1.775,0.51
1.78,0.51
1.785,0.51
1.79,0.51
1.795,0.51
1.8,0.51
1.8,0.34
1.8,0.345
1.8,0.35
1.8,0.355
1.8,0.36
1.8,0.365
1.8,0.37
1.8,0.375
1.8,0.38
1.8,0.385
1.8,0.39
1.8,0.395
1.8,0.4
1.8,0.405
1.8,0.41
1.8,0.415
1.8,0.42
1.8,0.425
1.8,0.43
1.8,0.435
1.8,0.44
1.8,0.445
1.8,0.45
1.8,0.455
1.8,0.46
1.8,0.465
1.8,0.47
1.8,0.475
1.8,0.48
1.8,0.485
1.8,0.49
1.8,0.495
1.8,0.5
1.8,0.505
1.8,0.34
1.805,0.34
1.81,0.34
1.815,0.34
1.82,0.34
1.825,0.34
1.83,0.34
1.835,0.34
1.84,0.34
1.845,0.34
1.85,0.34
1.855,0.34
1.86,0.34
1.865,0.34
1.87,0.34
1.875,0.34
1.88,0.34
1.885,0.34
1.89,0.34
1.895,0.34
1.9,0.34
1.905,0.34
1.91,0.34
1.915,0.34
1.92,0.34
1.925,0.34
1.93,0.34
1.935,0.34
1.94,0.34
1.945,0.34
1.95,0.34
1.955,0.34
1.96,0.34
1.965,0.34
1.97,0.34
1.975,0.34
1.98,0.34
1.985,0.34
1.99,0.34
1.995,0.34
2,0.34
2.005,0.34
2.01,0.34
2.015,0.34
2.02,0.34
2.025,0.34
2.03,0.34
2.035,0.34
2.04,0.34
2.045,0.34
2.05,0.34
2.055,0.34
2.06,0.34
2.065,0.34
2.07,0.34
2.075,0.34
2.08,0.34
2.085,0.34
2.09,0.34
2.095,0.34
2.1,0.34
2.1,0.17
2.1,0.175
2.1,0.18
2.1,0.185
2.1,0.19
2.1,0.195
2.1,0.2
2.1,0.205
2.1,0.21
2.1,0.215
2.1,0.22
2.1,0.225
2.1,0.23
2.1,0.235
2.1,0.24
2.1,0.245
2.1,0.25
2.1,0.255
2.1,0.26
2.1,0.265
2.1,0.27
2.1,0.275
2.1,0.28
2.1,0.285
2.1,0.29
2.1,0.295
2.1,0.3
2.1,0.305
2.1,0.31
2.1,0.315
2.1,0.32
2.1,0.325
2.1,0.33
2.1,0.335
2.1,0.17
2.105,0.17
2.11,0.17
2.115,0.17
2.12,0.17
2.125,0.17
2.13,0.17
2.135,0.17
2.14,0.17
2.145,0.17
2.15,0.17
2.155,0.17
2.16,0.17
2.165,0.17
2.17,0.17
2.175,0.17
2.18,0.17
2.185,0.17
2.19,0.17
2.195,0.17
2.2,0.17
2.205,0.17
2.21,0.17
2.215,0.17
2.22,0.17
2.225,0.17
2.23,0.17
2.235,0.17
2.24,0.17
2.245,0.17
2.25,0.17
2.255,0.17
2.26,0.17
2.265,0.17
2.27,0.17
2.275,0.17
2.28,0.17
2.285,0.17
2.29,0.17
2.295,0.17
2.3,0.17
2.305,0.17
2.31,0.17
2.315,0.17
2.32,0.17
2.325,0.17
2.33,0.17
2.335,0.17
2.34,0.17
2.345,0.17
2.35,0.17
2.355,0.17
2.36,0.17
2.365,0.17
2.37,0.17
2.375,0.17
2.38,0.17
2.385,0.17
2.39,0.17
2.395,0.17
